"RouteID","RouteDescription","StopID","Sequence","Address","StopType","Pieces","Weight","Remarks","MinimumStopTime","PreferredStopTime","MaximumStopTime","CompletedTime","POD"
"MIA102","SCHEDULED ROUTE","34144782","2","BMW of Fort Lauderdale 2601 S. Andrews Ave  Fort Lauderdale FL  33316","Delivery","4","4","","2/5/2018 9:38:00 AM","2/5/2018 9:38:00 AM","2/5/2018 9:38:00 AM","2/5/2018 11:07:54 AM","Nsa"
"MIA102","SCHEDULED ROUTE","34028633","0","BMW Load 2844 Stirling Rd Box E-12 Unit T Hollywood FL  33021","Pickup","0","0","","2/2/2018 9:00:00 AM","2/2/2018 9:30:00 AM","2/2/2018 10:00:00 AM","2/2/2018 10:31:18 AM","Nsa"
"MIA102","SCHEDULED ROUTE","33985137","0","BMW Load 2844 Stirling Rd Box E-12 Unit T Hollywood FL  33021","Pickup","0","0","","2/1/2018 9:00:00 AM","2/1/2018 9:30:00 AM","2/1/2018 10:00:00 AM","2/1/2018 10:04:51 AM","Nsa"
"MIA102","SCHEDULED ROUTE","34210888","2","BMW Load 2844 Stirling Rd Box E-12 Unit T Hollywood FL  33021","Pickup","0","0","","2/8/2018 9:00:00 AM","2/8/2018 9:30:00 AM","2/8/2018 10:00:00 AM","2/8/2018 10:11:53 AM","Nsa"
"MIA102","SCHEDULED ROUTE","34275909","3","Lauderdale BMW of Pembroke Pines 14800 Sheridan St  Fort Lauderdale FL  33331","Delivery","4","4","","2/8/2018 10:35:00 AM","2/8/2018 10:35:00 AM","2/8/2018 10:35:00 AM","2/8/2018 10:20:54 AM","Glen"
"MIA102","SCHEDULED ROUTE","34275912","1","BMW of Fort Lauderdale 2601 S. Andrews Ave  Fort Lauderdale FL  33316","Delivery","4","4","","2/8/2018 8:57:00 AM","2/8/2018 8:57:00 AM","2/8/2018 8:57:00 AM","2/8/2018 10:49:04 AM","Scott"
"MIA102","SCHEDULED ROUTE","34170105","0","BMW Load 2844 Stirling Rd Box E-12 Unit T Hollywood FL  33021","Pickup","0","0","","2/7/2018 9:00:00 AM","2/7/2018 9:30:00 AM","2/7/2018 10:00:00 AM","2/7/2018 10:18:51 AM","Nsa"
"MIA102","SCHEDULED ROUTE","34125894","2","BMW Load 2844 Stirling Rd Box E-12 Unit T Hollywood FL  33021","Pickup","0","0","","2/6/2018 9:00:00 AM","2/6/2018 9:30:00 AM","2/6/2018 10:00:00 AM","2/6/2018 10:09:54 AM","Nsa"
"MIA102","SCHEDULED ROUTE","34187650","3","Lauderdale BMW of Pembroke Pines 14800 Sheridan St  Fort Lauderdale FL  33331","Delivery","7","5","","2/6/2018 10:35:00 AM","2/6/2018 10:35:00 AM","2/6/2018 10:35:00 AM","2/6/2018 12:26:51 PM","Nsa"
"MIA103","SCHEDULED ROUTE","34250866","1","BMW Load 2844 Stirling Rd Box E-12 Unit T Hollywood FL  33021","Pickup","0","0","","2/9/2018 9:00:00 AM","2/9/2018 9:30:00 AM","2/9/2018 10:00:00 AM","2/9/2018 10:06:24 AM","Jacques Belizaire"
"MIA103","SCHEDULED ROUTE","34210889","1","BMW Load 2844 Stirling Rd Box E-12 Unit T Hollywood FL  33021","Pickup","0","0","","2/8/2018 9:00:00 AM","2/8/2018 9:30:00 AM","2/8/2018 10:00:00 AM","2/8/2018 10:23:59 AM","Jacques Belizaire"
"MIA103","SCHEDULED ROUTE","34275908","2","BMW of Fort Myers 15421 S Tamiami Trl  Fort Myers FL  33908","Delivery","7","6","","2/8/2018 12:10:00 PM","2/8/2018 12:10:00 PM","2/8/2018 12:10:00 PM","2/8/2018 12:06:42 PM","Niziolek"
"MIA103","SCHEDULED ROUTE","34275911","3","Germain BMW of Naples 11286 Tamiami Trl N  Naples FL  34110","Delivery","2","2","","2/8/2018 12:55:00 PM","2/8/2018 12:55:00 PM","2/8/2018 12:55:00 PM","2/8/2018 12:42:54 PM","Bobby Conley"
"MIA103","SCHEDULED ROUTE","34170106","1","BMW Load 2844 Stirling Rd Box E-12 Unit T Hollywood FL  33021","Pickup","0","0","","2/7/2018 9:00:00 AM","2/7/2018 9:30:00 AM","2/7/2018 10:00:00 AM","2/7/2018 10:19:51 AM","Jacques Belizaire"
"MIA103","SCHEDULED ROUTE","34232035","2","BMW of Fort Myers 15421 S Tamiami Trl  Fort Myers FL  33908","Delivery","3","3","","2/7/2018 12:10:00 PM","2/7/2018 12:10:00 PM","2/7/2018 12:10:00 PM","2/7/2018 12:12:30 PM","Robin Heath"
"MIA103","SCHEDULED ROUTE","33018476","1","BMW Load 2844 Stirling Rd Box E-12 Unit T Hollywood FL  33021","Pickup","0","0","","1/2/2018 9:00:00 AM","1/2/2018 9:30:00 AM","1/2/2018 10:00:00 AM","1/2/2018 9:46:00 AM","Jacques"
"MIA103","SCHEDULED ROUTE","33066723","2","BMW of Fort Myers 15421 S Tamiami Trl  Fort Myers FL  33908","Delivery","8","7","","1/2/2018 12:10:00 PM","1/2/2018 12:10:00 PM","1/2/2018 12:10:00 PM","1/2/2018 11:55:00 AM","Germaine"
"MIA103","SCHEDULED ROUTE","33066726","3","Germain BMW of Naples 11286 Tamiami Trl N  Naples FL  34110","Delivery","1","1","","1/2/2018 12:55:00 PM","1/2/2018 12:55:00 PM","1/2/2018 12:55:00 PM","1/2/2018 12:42:00 PM","Martin"
"MIA103","SCHEDULED ROUTE","33208047","3","Germain BMW of Naples 11286 Tamiami Trl N  Naples FL  34110","Delivery","2","2","","1/5/2018 12:55:00 PM","1/5/2018 12:55:00 PM","1/5/2018 12:55:00 PM","1/5/2018 12:37:00 PM","Tim"
"MIA103","SCHEDULED ROUTE","33091484","1","BMW Load 2844 Stirling Rd Box E-12 Unit T Hollywood FL  33021","Pickup","0","0","","1/4/2018 9:00:00 AM","1/4/2018 9:30:00 AM","1/4/2018 10:00:00 AM","1/4/2018 11:29:00 AM","Jacques"
"MIA103","SCHEDULED ROUTE","33156501","2","BMW of Fort Myers 15421 S Tamiami Trl  Fort Myers FL  33908","Delivery","3","3","","1/4/2018 12:10:00 PM","1/4/2018 12:10:00 PM","1/4/2018 12:10:00 PM","1/4/2018 9:04:00 PM","Nsa"
"MIA103","SCHEDULED ROUTE","33055288","1","BMW Load 2844 Stirling Rd Box E-12 Unit T Hollywood FL  33021","Pickup","0","0","","1/3/2018 9:00:00 AM","1/3/2018 9:30:00 AM","1/3/2018 10:00:00 AM","1/3/2018 9:30:00 AM","Jacques"
"MIA103","SCHEDULED ROUTE","33112111","3","Germain BMW of Naples 11286 Tamiami Trl N  Naples FL  34110","Delivery","1","1","","1/3/2018 12:55:00 PM","1/3/2018 12:55:00 PM","1/3/2018 12:55:00 PM","1/3/2018 12:58:00 PM","C. Whitaker"
"MIA103","SCHEDULED ROUTE","33112110","2","BMW of Fort Myers 15421 S Tamiami Trl  Fort Myers FL  33908","Delivery","18","18","","1/3/2018 12:10:00 PM","1/3/2018 12:20:00 PM","1/3/2018 12:10:00 PM","1/3/2018 12:16:00 PM","Germain"
"MIA103","SCHEDULED ROUTE","33297451","3","Germain BMW of Naples 11286 Tamiami Trl N  Naples FL  34110","Delivery","4","3","","1/9/2018 12:55:00 PM","1/9/2018 12:55:00 PM","1/9/2018 12:55:00 PM","1/9/2018 12:56:00 PM","Martin Bocanegra"
"MIA103","SCHEDULED ROUTE","33188391","1","BMW Load 2844 Stirling Rd Box E-12 Unit T Hollywood FL  33021","Pickup","0","0","","1/8/2018 9:00:00 AM","1/8/2018 9:30:00 AM","1/8/2018 10:00:00 AM","1/8/2018 10:19:00 AM","Jacques Belizaire"
"MIA103","SCHEDULED ROUTE","33253783","2","BMW of Fort Myers 15421 S Tamiami Trl  Fort Myers FL  33908","Delivery","6","6","","1/8/2018 12:10:00 PM","1/8/2018 12:10:00 PM","1/8/2018 12:10:00 PM","1/8/2018 12:23:00 PM","Alejandra Hernández"
"MIA103","SCHEDULED ROUTE","33253786","3","Germain BMW of Naples 11286 Tamiami Trl N  Naples FL  34110","Delivery","9","9","","1/8/2018 12:55:00 PM","1/8/2018 12:55:00 PM","1/8/2018 12:55:00 PM","1/8/2018 1:14:00 PM","J Cathey"
"MIA103","SCHEDULED ROUTE","33138814","1","BMW Load 2844 Stirling Rd Box E-12 Unit T Hollywood FL  33021","Pickup","0","0","","1/5/2018 9:00:00 AM","1/5/2018 9:30:00 AM","1/5/2018 10:00:00 AM","1/5/2018 10:26:00 AM","Jacques"
"MIA103","SCHEDULED ROUTE","33208045","2","BMW of Fort Myers 15421 S Tamiami Trl  Fort Myers FL  33908","Delivery","2","2","","1/5/2018 12:10:00 PM","1/5/2018 12:10:00 PM","1/5/2018 12:10:00 PM","1/5/2018 11:58:00 AM","Alexa"
"MIA103","SCHEDULED ROUTE","33325508","1","BMW Load 2844 Stirling Rd Box E-12 Unit T Hollywood FL  33021","Pickup","0","0","","1/11/2018 9:00:00 AM","1/11/2018 9:30:00 AM","1/11/2018 10:00:00 AM","1/11/2018 9:58:00 AM","Jacques Belizaire"
"MIA103","SCHEDULED ROUTE","33386877","2","BMW of Fort Myers 15421 S Tamiami Trl  Fort Myers FL  33908","Delivery","7","7","","1/11/2018 12:10:00 PM","1/11/2018 12:10:00 PM","1/11/2018 12:10:00 PM","1/11/2018 12:12:00 PM","Alejandra Hernández"
"MIA103","SCHEDULED ROUTE","33386880","3","Germain BMW of Naples 11286 Tamiami Trl N  Naples FL  34110","Delivery","18","18","","1/11/2018 12:55:00 PM","1/11/2018 12:55:00 PM","1/11/2018 12:55:00 PM","1/11/2018 12:51:00 PM","Bobby Conley"
"MIA103","SCHEDULED ROUTE","33276882","1","BMW Load 2844 Stirling Rd Box E-12 Unit T Hollywood FL  33021","Pickup","0","0","","1/10/2018 9:00:00 AM","1/10/2018 9:30:00 AM","1/10/2018 10:00:00 AM","1/10/2018 10:50:00 AM","Jacques Belizaire"
"MIA103","SCHEDULED ROUTE","33224207","1","BMW Load 2844 Stirling Rd Box E-12 Unit T Hollywood FL  33021","Pickup","0","0","","1/9/2018 9:00:00 AM","1/9/2018 9:30:00 AM","1/9/2018 10:00:00 AM","1/9/2018 10:08:00 AM","Jacques Belizaire"
"MIA103","SCHEDULED ROUTE","33297449","2","BMW of Fort Myers 15421 S Tamiami Trl  Fort Myers FL  33908","Delivery","3","3","","1/9/2018 12:10:00 PM","1/9/2018 12:10:00 PM","1/9/2018 12:10:00 PM","1/9/2018 12:14:00 PM","Alejandra Hernández"
"MIA103","SCHEDULED ROUTE","33511953","3","Germain BMW of Naples 11286 Tamiami Trl N  Naples FL  34110","Delivery","1","1","","1/16/2018 12:55:00 PM","1/16/2018 12:55:00 PM","1/16/2018 12:55:00 PM","1/16/2018 1:07:00 PM","C. Whitaker"
"MIA103","SCHEDULED ROUTE","33397286","1","BMW Load 2844 Stirling Rd Box E-12 Unit T Hollywood FL  33021","Pickup","0","0","","1/15/2018 9:00:00 AM","1/15/2018 9:30:00 AM","1/15/2018 10:00:00 AM","1/15/2018 10:43:00 AM","Jacques Belizaire"
"MIA103","SCHEDULED ROUTE","33469694","2","BMW of Fort Myers 15421 S Tamiami Trl  Fort Myers FL  33908","Delivery","2","1","","1/15/2018 12:10:00 PM","1/15/2018 12:10:00 PM","1/15/2018 12:10:00 PM","1/15/2018 3:04:00 PM","Diziuli"
"MIA103","SCHEDULED ROUTE","33367133","1","BMW Load 2844 Stirling Rd Box E-12 Unit T Hollywood FL  33021","Pickup","0","0","","1/12/2018 9:00:00 AM","1/12/2018 9:30:00 AM","1/12/2018 10:00:00 AM","1/12/2018 9:57:00 AM","Jacques Belizaire"
"MIA103","SCHEDULED ROUTE","33425566","2","BMW of Fort Myers 15421 S Tamiami Trl  Fort Myers FL  33908","Delivery","17","17","","1/12/2018 12:10:00 PM","1/12/2018 12:10:00 PM","1/12/2018 12:10:00 PM","1/12/2018 12:12:00 PM","Alejandra Hernández"
"MIA103","SCHEDULED ROUTE","33425570","3","Germain BMW of Naples 11286 Tamiami Trl N  Naples FL  34110","Delivery","2","1","","1/12/2018 12:55:00 PM","1/12/2018 12:55:00 PM","1/12/2018 12:55:00 PM","1/12/2018 1:01:00 PM","Tim"
"MIA103","SCHEDULED ROUTE","33534647","1","BMW Load 2844 Stirling Rd Box E-12 Unit T Hollywood FL  33021","Pickup","0","0","","1/18/2018 9:00:00 AM","1/18/2018 9:30:00 AM","1/18/2018 10:00:00 AM","1/18/2018 10:40:00 AM","Jacques Belizaire"
"MIA103","SCHEDULED ROUTE","33492379","1","BMW Load 2844 Stirling Rd Box E-12 Unit T Hollywood FL  33021","Pickup","0","0","","1/17/2018 9:00:00 AM","1/17/2018 9:30:00 AM","1/17/2018 10:00:00 AM","1/17/2018 9:56:00 AM","Jacques Belizaire"
"MIA103","SCHEDULED ROUTE","33554859","2","BMW of Fort Myers 15421 S Tamiami Trl  Fort Myers FL  33908","Delivery","13","6","","1/17/2018 12:10:00 PM","1/17/2018 12:10:00 PM","1/17/2018 12:10:00 PM","1/17/2018 12:02:00 PM","Alejandra Hernández"
"MIA103","SCHEDULED ROUTE","33554860","3","Germain BMW of Naples 11286 Tamiami Trl N  Naples FL  34110","Delivery","2","2","","1/17/2018 12:55:00 PM","1/17/2018 12:55:00 PM","1/17/2018 12:55:00 PM","1/17/2018 12:40:00 PM","Bobby Conley"
"MIA103","SCHEDULED ROUTE","33450568","1","BMW Load 2844 Stirling Rd Box E-12 Unit T Hollywood FL  33021","Pickup","0","0","","1/16/2018 9:00:00 AM","1/16/2018 9:30:00 AM","1/16/2018 10:00:00 AM","1/16/2018 10:17:00 AM","Jacques Belizaire"
"MIA103","SCHEDULED ROUTE","33511948","2","BMW of Fort Myers 15421 S Tamiami Trl  Fort Myers FL  33908","Delivery","14","13","","1/16/2018 12:10:00 PM","1/16/2018 12:10:00 PM","1/16/2018 12:10:00 PM","1/16/2018 12:28:00 PM","Robin Heath"
"MIA103","SCHEDULED ROUTE","33736916","2","BMW of Fort Myers 15421 S Tamiami Trl  Fort Myers FL  33908","Delivery","1","1","","1/23/2018 12:10:00 PM","1/23/2018 12:10:00 PM","1/23/2018 12:10:00 PM","1/23/2018 12:17:00 PM","Alejandra Hernández"
"MIA103","SCHEDULED ROUTE","33736923","3","Germain BMW of Naples 11286 Tamiami Trl N  Naples FL  34110","Delivery","3","2","","1/23/2018 12:55:00 PM","1/23/2018 12:55:00 PM","1/23/2018 12:55:00 PM","1/23/2018 12:59:00 PM","Martin Bocanegra"
"MIA103","SCHEDULED ROUTE","33630438","1","BMW Load 2844 Stirling Rd Box E-12 Unit T Hollywood FL  33021","Pickup","0","0","","1/22/2018 9:00:00 AM","1/22/2018 9:30:00 AM","1/22/2018 10:00:00 AM","1/22/2018 10:12:00 AM","Jaques Belizaire"
"MIA103","SCHEDULED ROUTE","33694104","2","BMW of Fort Myers 15421 S Tamiami Trl  Fort Myers FL  33908","Delivery","5","5","","1/22/2018 12:10:00 PM","1/22/2018 12:10:00 PM","1/22/2018 12:10:00 PM","1/22/2018 12:15:00 PM","Robin Heath"
"MIA103","SCHEDULED ROUTE","33694109","3","Germain BMW of Naples 11286 Tamiami Trl N  Naples FL  34110","Delivery","3","3","","1/22/2018 12:55:00 PM","1/22/2018 12:55:00 PM","1/22/2018 12:55:00 PM","1/22/2018 12:50:00 PM","Bobby Conley"
"MIA103","SCHEDULED ROUTE","33579136","1","BMW Load 2844 Stirling Rd Box E-12 Unit T Hollywood FL  33021","Pickup","0","0","","1/19/2018 9:00:00 AM","1/19/2018 9:30:00 AM","1/19/2018 10:00:00 AM","1/19/2018 10:24:00 AM","Jacques Belizaire"
"MIA103","SCHEDULED ROUTE","33961848","3","Germain BMW of Naples 11286 Tamiami Trl N  Naples FL  34110","Delivery","4","4","","1/30/2018 12:55:00 PM","1/30/2018 12:55:00 PM","1/30/2018 12:55:00 PM","1/30/2018 12:19:25 PM","Bobby Conley"
"MIA103","SCHEDULED ROUTE","33857083","1","BMW Load 2844 Stirling Rd Box E-12 Unit T Hollywood FL  33021","Pickup","0","0","","1/29/2018 9:00:00 AM","1/29/2018 9:30:00 AM","1/29/2018 10:00:00 AM","1/29/2018 10:32:06 AM","Jacques Belizaire"
"MIA103","SCHEDULED ROUTE","33802364","1","BMW Load 2844 Stirling Rd Box E-12 Unit T Hollywood FL  33021","Pickup","0","0","","1/26/2018 9:00:00 AM","1/26/2018 9:30:00 AM","1/26/2018 10:00:00 AM","1/26/2018 9:57:00 AM","Jacques Belizaire"
"MIA103","SCHEDULED ROUTE","33762370","1","BMW Load 2844 Stirling Rd Box E-12 Unit T Hollywood FL  33021","Pickup","0","0","","1/25/2018 9:00:00 AM","1/25/2018 9:30:00 AM","1/25/2018 10:00:00 AM","1/25/2018 10:01:00 AM","Jacques Belizaire"
"MIA103","SCHEDULED ROUTE","33719072","1","BMW Load 2844 Stirling Rd Box E-12 Unit T Hollywood FL  33021","Pickup","0","0","","1/24/2018 9:00:00 AM","1/24/2018 9:30:00 AM","1/24/2018 10:00:00 AM","1/24/2018 10:13:00 AM","Jacques Belizaire"
"MIA103","SCHEDULED ROUTE","33675867","1","BMW Load 2844 Stirling Rd Box E-12 Unit T Hollywood FL  33021","Pickup","0","0","","1/23/2018 9:00:00 AM","1/23/2018 9:30:00 AM","1/23/2018 10:00:00 AM","1/23/2018 10:14:00 AM","Jacques Belizaire"
"MIA103","SCHEDULED ROUTE","34049114","3","Germain BMW of Naples 11286 Tamiami Trl N  Naples FL  34110","Delivery","1","1","","2/1/2018 12:55:00 PM","2/1/2018 12:55:00 PM","2/1/2018 12:55:00 PM","2/1/2018 12:39:51 PM","Martin Bocanegra"
"MIA103","SCHEDULED ROUTE","33944575","1","BMW Load 2844 Stirling Rd Box E-12 Unit T Hollywood FL  33021","Pickup","0","0","","1/31/2018 9:00:00 AM","1/31/2018 9:30:00 AM","1/31/2018 10:00:00 AM","1/31/2018 9:54:01 AM","Jacques Belizaire"
"MIA103","SCHEDULED ROUTE","34005863","2","BMW of Fort Myers 15421 S Tamiami Trl  Fort Myers FL  33908","Delivery","2","1","","1/31/2018 12:10:00 PM","1/31/2018 12:10:00 PM","1/31/2018 12:10:00 PM","1/31/2018 11:56:24 AM","Niziolek"
"MIA103","SCHEDULED ROUTE","34005864","3","Germain BMW of Naples 11286 Tamiami Trl N  Naples FL  34110","Delivery","2","2","","1/31/2018 12:55:00 PM","1/31/2018 12:55:00 PM","1/31/2018 12:55:00 PM","1/31/2018 12:34:22 PM","Martin Bocanegra"
"MIA103","SCHEDULED ROUTE","33902141","1","BMW Load 2844 Stirling Rd Box E-12 Unit T Hollywood FL  33021","Pickup","0","0","","1/30/2018 9:00:00 AM","1/30/2018 9:30:00 AM","1/30/2018 10:00:00 AM","1/30/2018 10:18:59 AM","Jacques Belizaire"
"MIA103","SCHEDULED ROUTE","33961845","2","BMW of Fort Myers 15421 S Tamiami Trl  Fort Myers FL  33908","Delivery","4","3","","1/30/2018 12:10:00 PM","1/30/2018 12:10:00 PM","1/30/2018 12:10:00 PM","1/30/2018 1:03:46 PM","Niziolek"
"MIA103","SCHEDULED ROUTE","34232036","3","Germain BMW of Naples 11286 Tamiami Trl N  Naples FL  34110","Delivery","1","1","","2/7/2018 12:55:00 PM","2/7/2018 12:55:00 PM","2/7/2018 12:55:00 PM","2/7/2018 1:11:40 PM","Martin Bocanegra"
"MIA103","SCHEDULED ROUTE","34125895","1","BMW Load 2844 Stirling Rd Box E-12 Unit T Hollywood FL  33021","Pickup","0","0","","2/6/2018 9:00:00 AM","2/6/2018 9:30:00 AM","2/6/2018 10:00:00 AM","2/6/2018 12:34:30 PM","Jacques Belizaire"
"MIA103","SCHEDULED ROUTE","34081572","1","BMW Load 2844 Stirling Rd Box E-12 Unit T Hollywood FL  33021","Pickup","0","0","","2/5/2018 9:00:00 AM","2/5/2018 9:30:00 AM","2/5/2018 10:00:00 AM","2/5/2018 9:52:32 AM","Jacques Belizaire"
"MIA103","SCHEDULED ROUTE","34028634","1","BMW Load 2844 Stirling Rd Box E-12 Unit T Hollywood FL  33021","Pickup","0","0","","2/2/2018 9:00:00 AM","2/2/2018 9:30:00 AM","2/2/2018 10:00:00 AM","2/2/2018 10:33:56 AM","Jacques Belizaire"
"MIA103","SCHEDULED ROUTE","33985138","1","BMW Load 2844 Stirling Rd Box E-12 Unit T Hollywood FL  33021","Pickup","0","0","","2/1/2018 9:00:00 AM","2/1/2018 9:30:00 AM","2/1/2018 10:00:00 AM","2/1/2018 9:57:41 AM","Jacques Belizaire"
"MIA103","SCHEDULED ROUTE","34049112","2","BMW of Fort Myers 15421 S Tamiami Trl  Fort Myers FL  33908","Delivery","1","1","","2/1/2018 12:10:00 PM","2/1/2018 12:10:00 PM","2/1/2018 12:10:00 PM","2/1/2018 12:02:29 PM","Niziolek"
"MIA200","SCHEDULED ROUTE","34250867","0","BMW Load 2844 Stirling Rd Box E-12 Unit T Hollywood FL  33021","Pickup","0","0","","2/9/2018 11:30:00 AM","2/9/2018 12:00:00 PM","2/9/2018 12:30:00 PM","2/9/2018 12:41:12 PM","Nan"
"MIA200","SCHEDULED ROUTE","34210890","0","BMW Load 2844 Stirling Rd Box E-12 Unit T Hollywood FL  33021","Pickup","0","0","","2/8/2018 11:30:00 AM","2/8/2018 12:00:00 PM","2/8/2018 12:30:00 PM","2/8/2018 12:40:00 PM","Nan"
"MIA200","SCHEDULED ROUTE","34170107","0","BMW Load 2844 Stirling Rd Box E-12 Unit T Hollywood FL  33021","Pickup","0","0","","2/7/2018 11:30:00 AM","2/7/2018 12:00:00 PM","2/7/2018 12:30:00 PM","2/7/2018 12:27:17 PM","Nan"
"MIA200","SCHEDULED ROUTE","34125896","0","BMW Load 2844 Stirling Rd Box E-12 Unit T Hollywood FL  33021","Pickup","0","0","","2/6/2018 11:30:00 AM","2/6/2018 12:00:00 PM","2/6/2018 12:30:00 PM","2/6/2018 11:59:09 AM","Nan"
"MIA200","SCHEDULED ROUTE","34081573","1","BMW Load 2844 Stirling Rd Box E-12 Unit T Hollywood FL  33021","Pickup","0","0","","2/5/2018 11:30:00 AM","2/5/2018 12:00:00 PM","2/5/2018 12:30:00 PM","2/5/2018 12:12:44 PM","Nan"
"MIA200","SCHEDULED ROUTE","34145754","2","Vista BMW/Vista MINI 4401 W Sample Rd  Coconut Creek FL  33073","Delivery","7","7","","2/5/2018 2:52:00 PM","2/5/2018 2:52:00 PM","2/5/2018 2:52:00 PM","2/5/2018 5:34:56 PM","Nsa"
"MIA200","SCHEDULED ROUTE","33112345","1","Vista BMW/Vista MINI 4401 W Sample Rd  Coconut Creek FL  33073","Delivery","4","4","","1/3/2018 11:06:00 AM","1/3/2018 11:06:00 AM","1/3/2018 11:06:00 AM","1/3/2018 12:45:00 PM","Seve"
"MIA200","SCHEDULED ROUTE","33112348","2","Braman Motorcars/Braman MINI of Pal 2901 Okeechobee Blvd  West Palm Beach FL  33409","Delivery","3","3","","1/3/2018 11:06:00 AM","1/3/2018 11:06:00 AM","1/3/2018 11:06:00 AM","1/3/2018 1:28:00 PM","Lui"
"MIA200","SCHEDULED ROUTE","33018477","3","BMW Load 2844 Stirling Rd Box E-12 Unit T Hollywood FL  33021","Pickup","0","0","","1/2/2018 11:30:00 AM","1/2/2018 12:00:00 PM","1/2/2018 12:30:00 PM","1/2/2018 12:11:00 PM","Nan"
"MIA200","SCHEDULED ROUTE","33067149","1","Vista BMW/Vista MINI 4401 W Sample Rd  Coconut Creek FL  33073","Delivery","14","6","","1/2/2018 11:13:00 AM","1/2/2018 11:13:00 AM","1/2/2018 11:13:00 AM","1/2/2018 12:56:00 PM","Steve"
"MIA200","SCHEDULED ROUTE","33067155","2","Braman Motorcars/Braman MINI of Pal 2901 Okeechobee Blvd  West Palm Beach FL  33409","Delivery","3","3","","1/2/2018 11:13:00 AM","1/2/2018 11:13:00 AM","1/2/2018 11:13:00 AM","1/2/2018 1:38:00 PM","Luis"
"MIA200","SCHEDULED ROUTE","33208238","1","Vista BMW/Vista MINI 4401 W Sample Rd  Coconut Creek FL  33073","Delivery","27","27","","1/5/2018 11:05:00 AM","1/5/2018 11:05:00 AM","1/5/2018 11:05:00 AM","1/5/2018 12:55:00 PM","Steve"
"MIA200","SCHEDULED ROUTE","33208241","2","Braman Motorcars/Braman MINI of Pal 2901 Okeechobee Blvd  West Palm Beach FL  33409","Delivery","3","2","","1/5/2018 11:05:00 AM","1/5/2018 11:05:00 AM","1/5/2018 11:05:00 AM","1/5/2018 1:35:00 PM","Luis"
"MIA200","SCHEDULED ROUTE","33091485","3","BMW Load 2844 Stirling Rd Box E-12 Unit T Hollywood FL  33021","Pickup","0","0","","1/4/2018 11:30:00 AM","1/4/2018 12:00:00 PM","1/4/2018 12:30:00 PM","1/4/2018 12:05:00 PM","Nan"
"MIA200","SCHEDULED ROUTE","33156703","1","Vista BMW/Vista MINI 4401 W Sample Rd  Coconut Creek FL  33073","Delivery","4","3","","1/4/2018 11:05:00 AM","1/4/2018 11:05:00 AM","1/4/2018 11:05:00 AM","1/4/2018 1:07:00 PM","Alez"
"MIA200","SCHEDULED ROUTE","33156706","2","Braman Motorcars/Braman MINI of Pal 2901 Okeechobee Blvd  West Palm Beach FL  33409","Delivery","3","3","","1/4/2018 11:05:00 AM","1/4/2018 11:05:00 AM","1/4/2018 11:05:00 AM","1/4/2018 1:47:00 PM","Luis"
"MIA200","SCHEDULED ROUTE","33055289","3","BMW Load 2844 Stirling Rd Box E-12 Unit T Hollywood FL  33021","Pickup","0","0","","1/3/2018 11:30:00 AM","1/3/2018 12:00:00 PM","1/3/2018 12:30:00 PM","1/3/2018 12:02:00 PM","Nan"
"MIA200","SCHEDULED ROUTE","33342703","2","Braman Motorcars/Braman MINI of Pal 2901 Okeechobee Blvd  West Palm Beach FL  33409","Delivery","6","5","","1/10/2018 11:19:00 AM","1/10/2018 11:19:00 AM","1/10/2018 11:19:00 AM","1/10/2018 1:40:00 PM","Lyis"
"MIA200","SCHEDULED ROUTE","33224208","0","BMW Load 2844 Stirling Rd Box E-12 Unit T Hollywood FL  33021","Pickup","0","0","","1/9/2018 11:30:00 AM","1/9/2018 12:00:00 PM","1/9/2018 12:30:00 PM","1/9/2018 12:05:00 PM","Nan"
"MIA200","SCHEDULED ROUTE","33188392","3","BMW Load 2844 Stirling Rd Box E-12 Unit T Hollywood FL  33021","Pickup","0","0","","1/8/2018 11:30:00 AM","1/8/2018 12:00:00 PM","1/8/2018 12:30:00 PM","1/8/2018 12:29:00 PM","Nan"
"MIA200","SCHEDULED ROUTE","33254034","1","Vista BMW/Vista MINI 4401 W Sample Rd  Coconut Creek FL  33073","Delivery","9","9","","1/8/2018 11:17:00 AM","1/8/2018 11:17:00 AM","1/8/2018 11:17:00 AM","1/8/2018 12:57:00 PM","Steve"
"MIA200","SCHEDULED ROUTE","33254046","2","Braman Motorcars/Braman MINI of Pal 2901 Okeechobee Blvd  West Palm Beach FL  33409","Delivery","6","6","","1/8/2018 11:17:00 AM","1/8/2018 11:17:00 AM","1/8/2018 11:17:00 AM","1/8/2018 11:29:00 PM","Nsa"
"MIA200","SCHEDULED ROUTE","33138815","3","BMW Load 2844 Stirling Rd Box E-12 Unit T Hollywood FL  33021","Pickup","0","0","","1/5/2018 11:30:00 AM","1/5/2018 12:00:00 PM","1/5/2018 12:30:00 PM","1/5/2018 12:09:00 PM","Nan"
"MIA200","SCHEDULED ROUTE","33425736","2","Braman Motorcars/Braman MINI of Pal 2901 Okeechobee Blvd  West Palm Beach FL  33409","Delivery","5","5","","1/12/2018 11:12:00 AM","1/12/2018 11:12:00 AM","1/12/2018 11:12:00 AM","1/12/2018 1:25:00 PM","Luis"
